timestamp,player1_x,player1_y,player1_health,player1_is_jumping,player1_is_crouching,player1_is_in_move,player1_move_id,player2_x,player2_y,player2_health,player2_is_jumping,player2_is_crouching,player2_is_in_move,player2_move_id,distance,action_sequence,action_index
2025-05-09T01:03:24.302188,205,192,176,False,False,False,0,307,192,176,False,False,False,0,102,">,-,!>,v+>,-,!v+!>,v,-,!v,v+<,-,!v+!<,<+Y,-,!<+!Y",0
2025-05-09T01:03:24.493349,205,192,176,False,False,False,0,307,192,176,False,False,False,0,102,">,-,!>,v+>,-,!v+!>,v,-,!v,v+<,-,!v+!<,<+Y,-,!<+!Y",0
2025-05-09T01:03:24.678352,205,192,176,False,False,False,0,307,192,176,False,False,False,0,102,">+^+B,>+^+B,!>+!^+!B",0
2025-05-09T01:03:24.742351,205,192,176,False,False,False,0,307,192,176,False,False,False,0,102,">+^+B,>+^+B,!>+!^+!B",0
2025-05-09T01:03:24.802527,205,192,176,False,False,False,0,307,192,176,False,False,False,0,102,">,-,!>,v+>,-,!v+!>,v,-,!v,v+<,-,!v+!<,<+Y,-,!<+!Y",0
2025-05-09T01:03:24.998261,205,192,176,False,False,True,1,308,192,176,False,False,False,0,103,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:25.202071,205,192,176,False,False,True,1,317,192,176,False,False,False,0,112,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:25.437369,205,192,176,False,False,True,1,328,192,176,False,False,False,0,123,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:25.684392,205,192,176,False,False,True,1,331,192,176,False,False,False,0,126,">,-,!>,v+>,-,!v+!>,v,-,!v,v+<,-,!v+!<,<+Y,-,!<+!Y",0
2025-05-09T01:03:25.966506,205,192,176,False,False,True,1,331,192,176,False,False,False,0,126,">+^+B,>+^+B,!>+!^+!B",0
2025-05-09T01:03:26.052513,239,192,176,False,False,True,1,329,192,176,False,False,False,0,90,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:26.291278,205,192,176,False,False,True,1,331,192,176,False,False,False,0,126,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:26.516189,205,192,176,False,False,True,1,331,192,176,False,False,False,0,126,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:26.719684,205,192,176,False,False,True,1,331,192,176,False,False,False,0,126,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:26.931591,205,192,176,False,False,True,1,335,192,176,False,False,False,0,130,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:27.154237,205,192,176,False,False,True,1,343,192,176,False,False,False,0,138,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:27.368833,205,192,176,False,False,True,1,350,192,176,False,False,False,0,145,">,-,!>,v+>,-,!v+!>,v,-,!v,v+<,-,!v+!<,<+Y,-,!<+!Y",0
2025-05-09T01:03:27.581859,205,192,176,False,False,True,1,350,192,176,False,False,False,0,145,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:27.783740,205,192,176,False,False,True,1,350,192,176,False,False,False,0,145,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:27.985074,205,192,176,False,False,True,1,350,192,176,False,False,False,0,145,"<,-,!<,v+<,-,!v+!<,v,-,!v,v+>,-,!v+!>,>+Y,-,!>+!Y",0
2025-05-09T01:03:28.186408,205,192,176,False,False,True,1,350,192,176,False,False,False,0,145,">+^+B,>+^+B,!>+!^+!B",0
2025-05-09T01:03:28.252287,239,192,176,False,False,True,1,348,192,176,False,False,False,0,109,">,-,!>,v+>,-,!v+!>,v,-,!v,v+<,-,!v+!<,<+Y,-,!<+!Y",0
2025-05-09T01:03:28.459810,205,192,176,False,False,True,1,350,192,176,False,False,False,0,145,">+^+B,>+^+B,!>+!^+!B",0
2025-05-09T01:03:28.523848,239,192,176,False,False,True,1,347,192,176,False,False,False,0,108,">+^+B,>+^+B,!>+!^+!B",0
